Tournament,PlayerID,Name,FName,Club,Lineup,Position,Price
1009899,4388792,Politano,Matteo,NAP,expected,midfielder,6.5
1009899,4388793,Meret,Alex,NAP,expected,goalkeeper,5
1009899,4388794,Elmas,Eljif,NAP,unexpected,midfielder,6
1009899,4388795,Olivera,Mathias,NAP,possible,defender,5
1009899,4388796,Gilmour,Billy,NAP,unexpected,midfielder,5
1009899,4388797,Contini,Nikita,NAP,unexpected,goalkeeper,4.5
1009899,4388798,Lang,Noa,NAP,unexpected,midfielder,7.5
1009899,4388799,Lucca,Lorenzo,NAP,expected,forward,7
1009899,4388800,Milinkovic-Savic,Vanja,NAP,unexpected,goalkeeper,5
1009899,4388801,Buongiorno,Alessandro,NAP,possible,defender,5
1009899,4388802,McTominay,Scott,NAP,expected,midfielder,8
1009899,4388803,Anguissa,Frank,NAP,expected,midfielder,5.5
1009899,4388804,Hojlund,Rasmus,NAP,possible,forward,7.5
1009899,4388805,Willock,Joe,NEW,unexpected,midfielder,5
1009899,4388806,Gordon,Anthony,NEW,expected,midfielder,8
1009899,4388807,Pope,Nick,NEW,expected,goalkeeper,5
1009899,4388808,Ramsdale,Aaron,NEW,unexpected,goalkeeper,4.5
1009899,4388809,Trippier,Kieran,NEW,expected,defender,5
1009899,4388810,Joelinton,Joelinton,NEW,expected,midfielder,5.5
1009899,4388811,Guimaraes,Bruno,NEW,expected,midfielder,6.5
1009899,4388812,Ramsey,Jacob,NEW,unexpected,midfielder,6
1009899,4388813,Elanga,Anthony,NEW,expected,midfielder,7.5
1009899,4388814,Thiaw,Malick,NEW,unexpected,defender,5
1009899,4388815,Murphy,Jacob,NEW,unexpected,midfielder,6.5
1009899,4388816,Wissa,Yoane,NEW,possible,forward,7.5
1009899,4388817,Barnes,Harvey,NEW,expected,midfielder,7
1009899,4388818,Krafth,Emil,NEW,unexpected,defender,4.5
1009899,4388819,Osula,William,NEW,unexpected,forward,5.5
1009899,4388820,Livramento,Tino,NEW,expected,defender,5
1009899,4388821,Woltemade,Nick,NEW,possible,forward,7
1009899,4388822,Schar,Fabian,NEW,expected,defender,5.5
1009899,4388823,Tonali,Sandro,NEW,expected,midfielder,6
1009899,4388824,Burn,Dan,NEW,expected,defender,5
1009899,4388825,Botman,Sven,NEW,unexpected,defender,5
1009899,4388826,Scipioni,Lorenzo,OLY,unexpected,midfielder,4.5
1009899,4388827,Hezze,Santiago,OLY,possible,midfielder,4.5
1009899,4388828,Pirola,Lorenzo,OLY,expected,defender,4.5
1009899,4388829,Ortega,Francisco,OLY,expected,defender,4.5
1009899,4388830,Podence,Daniel,OLY,unexpected,midfielder,6.5
1009899,4388831,Onyemaechi,Bruno,OLY,unexpected,defender,4
1009899,4388832,Nascimento,Diogo,OLY,expected,midfielder,4.5
1009899,4388833,El Kaabi,Ayoub,OLY,expected,forward,7
1009899,4388834,Tzolakis,Konstantinos,OLY,expected,goalkeeper,4.5
1009899,4388835,Biancone,Giulian,OLY,unexpected,defender,4.5
1009899,4388836,Chiquinho,Chiquinho,OLY,expected,midfielder,5.5
1009899,4388837,Yaremchuk,Roman,OLY,unexpected,forward,5
1009899,4388838,Strefezza,Gabriel,OLY,possible,midfielder,6
1009899,4388839,Kalogeropoulos,Alexios,OLY,unexpected,defender,4
1009899,4388840,Rodinei,Rodinei,OLY,expected,defender,5
1009899,4388841,Retsos ,Panagiotis,OLY,expected,defender,4.5
1009899,4388842,Paschalakis,Alexandros,OLY,unexpected,goalkeeper,4
1009899,4388843,Costinha,Costinha,OLY,unexpected,defender,4
1009899,4388844,Martins,Gelson,OLY,expected,midfielder,6
1009899,4388845,Garcia,Dani,OLY,expected,midfielder,4.5
1009899,4388846,Taremi,Mehdi,OLY,possible,forward,5.5
1009899,4388847,Sunjic,Ivan,PAP,expected,midfielder,4.5
1009899,4388848,Luiz,David,PAP,possible,defender,4
1009899,4388849,Goldar,David,PAP,expected,defender,4
1009899,4388850,Bassouamina,Mons,PAP,unexpected,forward,4.5
1009899,4388851,Jaja,Jaja,PAP,possible,midfielder,6
1009899,4388852,Bruno,Bruno,PAP,expected,defender,4
1009899,4388853,Dimata,Landry,PAP,unexpected,forward,5.5
1009899,4388854,Silva,Anderson,PAP,expected,forward,6
1009899,4388855,Luckassen,Derrick,PAP,expected,defender,4
1009899,4388856,Gorter,Jay,PAP,unexpected,goalkeeper,4
1009899,4388857,Pileas,Kostas,PAP,expected,defender,4
1009899,4388858,Orsic,Mislav,PAP,expected,midfielder,5
1009899,4388859,Pepe,Pepe,PAP,expected,midfielder,5
1009899,4388860,Michail,Neofytos,PAP,expected,goalkeeper,4.5
1009899,4388861,Quina,Domingos,PAP,unexpected,midfielder,4.5
1009899,4388862,Dragomir,Vlad,PAP,expected,midfielder,5
1009899,4388863,Sema,Ken,PAP,unexpected,midfielder,4.5
1009899,4388864,Petrou,Petros,PAP,unexpected,goalkeeper,4
1009899,4388865,Langa,Bruno,PAP,unexpected,defender,4
1009899,4388866,Correia,Joao,PAP,expected,midfielder,5.5
1009899,4388867,Ruiz,Fabian,PSG,expected,midfielder,6.5
1009899,4388868,Dembele,Ousmane,PSG,injured,forward,11
1009899,4388869,Doue,Desire,PSG,injured,midfielder,9
1009899,4388870,Barcola,Bradley,PSG,expected,midfielder,9.5
1009899,4388871,Beraldo,Lucas,PSG,unexpected,defender,6
1009899,4388872,Zabarnyi,Ilya,PSG,possible,defender,6
1009899,4388873,Vitinha,Vitinha,PSG,expected,midfielder,6.5
1009899,4388874,Mayulu,Senny,PSG,unexpected,midfielder,5.5
1009899,4388875,Ramos,Goncalo,PSG,expected,forward,7.5
1009899,4388876,Marquinhos,Marquinhos,PSG,expected,defender,6
1009899,4388877,Safonov,Matvey,PSG,unexpected,goalkeeper,5.5
1009899,4388878,Neves,Joao,PSG,expected,midfielder,6.5
1009899,4388879,Kvaratskhelia,Khvicha,PSG,expected,midfielder,8.5
1009899,4388880,Mendes,Nuno,PSG,expected,defender,6.5
1009899,4388881,Lee,Kang-in,PSG,unexpected,midfielder,6
1009899,4388882,Zaire-Emery,Warren,PSG,possible,midfielder,5.5
1009899,4388883,Chevalier,Lucas,PSG,expected,goalkeeper,6
1009899,4388884,Pacho,Willian,PSG,expected,defender,6
1009899,4388885,Hernandez,Lucas,PSG,unexpected,defender,6
1009899,4388886,Hakimi,Achraf,PSG,expected,defender,7
1009899,4388887,Marin,Renato,PSG,unexpected,goalkeeper,5
1009899,4388888,Mbaye,Ibrahim,PSG,possible,forward,5.5
1009899,4388889,Wanner,Paul,PSV,unexpected,midfielder,5
1009899,4388890,Schiks,Niek,PSV,unexpected,goalkeeper,4
1009899,4388891,Gasiorowski,Yarek,PSV,expected,defender,4.5
1009899,4388892,Olij,Nick,PSV,unexpected,goalkeeper,4
1009899,4388893,van Bommel,Ruben,PSV,expected,midfielder,5.5
1009899,4388894,Perisic,Ivan,PSV,expected,midfielder,7
1009899,4388895,Veerman,Joey,PSV,expected,midfielder,6
1009899,4388896,Sildillia,Kiliann,PSV,possible,defender,4.5
1009899,4388897,Kovar,Matej,PSV,expected,goalkeeper,4.5
1009899,4388898,Nagalo,Adamo,PSV,unexpected,defender,4
1009899,4388899,Dest,Sergino,PSV,expected,defender,5
1009899,4388900,Boadu,Myron,PSV,unexpected,forward,5.5
1009899,4388901,Schouten,Jerdy,PSV,expected,midfielder,4.5
1009899,4388902,Driouech,Couhaib,PSV,unexpected,midfielder,5
1009899,4388903,Junior,Mauro,PSV,expected,defender,4.5
1009899,4388904,Obispo,Armando,PSV,unexpected,defender,4
1009899,4388905,Saibari,Ismael,PSV,expected,midfielder,6
1009899,4388906,Man,Dennis,PSV,possible,midfielder,5.5
1009899,4388907,Til,Guus,PSV,expected,midfielder,6.5
1009899,4388908,Salah-Eddine,Anass,PSV,unexpected,defender,4.5
1009899,4388909,Pepi,Ricardo,PSV,unexpected,forward,6.5
1009899,4388910,Flamingo,Ryan,PSV,expected,defender,4.5
1009899,4388911,Bajraktarevic,Esmir,PSV,possible,midfielder,5
1009899,4388912,Silva,Matheus,QAR,expected,defender,4
1009899,4388913,Qurbanly,Musa,QAR,unexpected,forward,5
1009899,4388914,Mahammadaliyev,Shahrudin,QAR,unexpected,goalkeeper,4
1009899,4388915,Bolt,Dani,QAR,possible,defender,4
1009899,4388916,Medina,Kevin,QAR,expected,defender,4
1009899,4388917,Mustafazada,Bahlul,QAR,expected,defender,4
1009899,4388918,Huseynov ,Badavi,QAR,unexpected,defender,4
1009899,4388919,Mmaee,Samy,QAR,unexpected,defender,4
1009899,4388920,Cafarquliyev,Elvin,QAR,expected,defender,4
1009899,4388921,Jankovic,Marko,QAR,expected,midfielder,5
1009899,4388922,Duran,Camilo ,QAR,unexpected,midfielder,4.5
1009899,4388923,Addai,Emmanuel,QAR,possible,midfielder,4.5
1009899,4388924,Bicalho,Pedro,QAR,expected,midfielder,4.5
1009899,4388925,Zoubir,Abdellah,QAR,expected,midfielder,5.5
1009899,4388926,Huseynov,Abbas,QAR,unexpected,defender,4
1009899,4388927,Andrade,Leandro,QAR,expected,midfielder,6
1009899,4388928,Kashchuk,Oleksiy,QAR,unexpected,midfielder,5
1009899,4388929,Akhundzada,Nariman,QAR,expected,forward,6
1009899,4388930,Caibrayilzade,Hikmat,QAR,unexpected,midfielder,4.5
1009899,4388931,Chriso,Chriso,QAR,unexpected,midfielder,4.5
1009899,4388932,Kochalski,Mateusz,QAR,expected,goalkeeper,4.5
1009899,4388933,Bayramov,Toral,QAR,unexpected,defender,4.5
1009899,4388934,Borges,Kady,QAR,expected,midfielder,5.5
1009899,4388935,Buntic,Fabijan,QAR,unexpected,goalkeeper,4
1009899,4388936,Mbappe,Kylian,RMA,expected,forward,12.5
1009899,4388937,Alaba,David,RMA,unexpected,defender,5
1009899,4388938,Lunin,Andriy,RMA,unexpected,goalkeeper,5
1009899,4388939,Garcia,Gonzalo,RMA,unexpected,forward,6
1009899,4388940,Alexander-Arnold,Trent,RMA,expected,defender,6
1009899,4388941,Huijsen,Dean,RMA,expected,defender,5.5
1009899,4388942,Rudiger ,Antonio,RMA,expected,defender,5.5
1009899,4388943,Ceballos,Dani,RMA,unexpected,midfielder,5.5
1009899,4388944,Diaz,Brahim,RMA,unexpected,midfielder,7
1009899,4388945,Asencio,Raul,RMA,unexpected,defender,5.5
1009899,4388946,Vinicius Junior,Vinicius Junior,RMA,expected,midfielder,11
1009899,4388947,Camavinga ,Eduardo,RMA,possible,midfielder,5.5
1009899,4388948,Carreras,Alvaro,RMA,expected,defender,5.5
1009899,4388949,Garcia,Fran,RMA,unexpected,defender,5
1009899,4388950,Mendy,Ferland,RMA,unexpected,defender,5
1009899,4388951,Carvajal ,Daniel,RMA,possible,defender,5.5
1009899,4388952,Courtois,Thibaut,RMA,expected,goalkeeper,5.5
1009899,4388953,Militao,Eder,RMA,unexpected,defender,5.5
1009899,4388954,Rodrygo,Rodrygo,RMA,unexpected,midfielder,7.5
1009899,4388955,Bellingham ,Jude,RMA,injured,midfielder,10
1009899,4388956,Guler,Arda,RMA,expected,midfielder,8
1009899,4388957,Endrick,Endrick,RMA,injured,forward,6.5
1009899,4388958,Mastantuono,Franco,RMA,expected,midfielder,6.5
1009899,4388959,Tchouameni,Aurelien,RMA,expected,midfielder,5.5
1009899,4388960,Valverde,Federico,RMA,expected,midfielder,7
1009899,4388961,Boril ,Jan,SLA,expected,defender,4.5
1009899,4388962,Stanek,Jindrich,SLA,expected,goalkeeper,4.5
1009899,4388963,Hashioka,Daiki,SLA,unexpected,defender,4
1009899,4388964,Chaloupek,Stepan,SLA,unexpected,defender,4
1009899,4388965,Markovic,Jakub,SLA,unexpected,goalkeeper,4
1009899,4388966,Zima,David,SLA,injured,defender,4
1009899,4388967,Ogbu ,Igoh,SLA,expected,defender,4
1009899,4388968,Mboji,Youssopha,SLA,unexpected,defender,4
1009899,4388969,Moses,David,SLA,expected,midfielder,4.5
1009899,4388970,Sanyang,Youssoupha,SLA,unexpected,midfielder,4.5
1009899,4388971,Holes,Tomas,SLA,expected,defender,4.5
1009899,4388972,Kusej,Vasil,SLA,expected,midfielder,5.5
1009899,4388973,Oscar,Oscar,SLA,expected,midfielder,5
1009899,4388974,Doudera,David,SLA,expected,midfielder,5
1009899,4388975,Prekop,Erik,SLA,unexpected,forward,5
1009899,4388976,Provod,Lukas,SLA,expected,midfielder,6
1009899,4388977,Vlcek ,Tomas,SLA,unexpected,defender,4
1009899,4388978,Zafeiris,Christos,SLA,possible,midfielder,5
1009899,4388979,Sadilek,Michal,SLA,expected,midfielder,4.5
1009899,4388980,Chory,Tomas,SLA,unexpected,forward,6.5
1009899,4388981,Cham,Muhammed,SLA,unexpected,midfielder,6
1009899,4388982,Schranz,Ivan,SLA,possible,midfielder,5
1009899,4388983,Chytil,Mojmír,SLA,expected,forward,5.5
1009899,4388984,Ioannidis ,Fotis,SCP,possible,forward,6
1009899,4388985,Araujo,Maximiliano,SCP,injured,midfielder,5.5
1009899,4388986,Goncalves,Pedro,SCP,expected,midfielder,7
1009899,4388987,St. Juste,Jeremiah,SCP,unexpected,defender,4
1009899,4388988,Trincao,Francisco,SCP,expected,midfielder,7.5
1009899,4388989,Suarez,Luis Javier ,SCP,expected,forward,6.5
1009899,4388990,Mangas,Ricardo,SCP,expected,defender,4.5
1009899,4388991,Morita,Hidemasa,SCP,injured,midfielder,4.5
1009899,4388992,Reis,Matheus,SCP,unexpected,defender,4.5
1009899,4388993,Quaresma,Eduardo,SCP,unexpected,defender,4.5
1009899,4388994,Debast,Zeno,SCP,expected,defender,4.5
1009899,4388995,Catamo,Geny,SCP,expected,midfielder,6
1009899,4388996,Santos,Nuno,SCP,injured,defender,4
1009899,4388997,Hjulmand,Morten,SCP,expected,midfielder,4.5
1009899,4388998,Braganca,Daniel,SCP,injured,midfielder,5.5
1009899,4388999,Vagiannidis,Georgios,SCP,expected,defender,4.5
1009899,4389000,Kochorashvili,Giorgi,SCP,expected,midfielder,4.5
1009899,4389001,Virginia,Joao,SCP,unexpected,goalkeeper,4
1009899,4389002,Inacio,Goncalo,SCP,expected,defender,5
1009899,4389003,Silva,Rui,SCP,expected,goalkeeper,4.5
1009899,4389004,Diomande,Ousmane,SCP,injured,defender,4.5
1009899,4389005,van de Ven,Micky,TOT,expected,defender,5
1009899,4389006,Kolo Muani,Randal,TOT,possible,forward,6.5
1009899,4389007,Romero,Cristian,TOT,expected,defender,5
1009899,4389008,Simons,Xavi,TOT,possible,midfielder,7.5
1009899,4389009,Udogie,Destiny,TOT,unexpected,defender,5
1009899,4389010,Danso ,Kevin,TOT,possible,defender,4.5
1009899,4389011,Palhinha,Joao,TOT,expected,midfielder,4.5
1009899,4389012,Kudus,Mohammed,TOT,expected,midfielder,7
1009899,4389013,Porro,Pedro,TOT,expected,defender,5.5
1009899,4389014,Austin,Brandon,TOT,unexpected,goalkeeper,4
1009899,4389015,Odobert,Wilson,TOT,unexpected,midfielder,6
1009899,4389016,Davies,Ben,TOT,unexpected,defender,4.5
1009899,4389017,Kinsky,Antonin,TOT,unexpected,goalkeeper,4.5
1009899,4389018,Solanke,Dominic,TOT,unexpected,forward,7
1009899,4389019,Johnson,Brennan,TOT,expected,midfielder,7.5
1009899,4389020,Bentancur,Rodrigo,TOT,expected,midfielder,4.5
1009899,4389021,Vicario ,Guglielmo,TOT,expected,goalkeeper,5
1009899,4389022,Bergvall,Lucas,TOT,possible,midfielder,4.5
1009899,4389023,Richarlison,Richarlison,TOT,expected,forward,8
1009899,4389024,Gray,Archie,TOT,unexpected,midfielder,4.5
1009899,4389025,Sarr,Pape Matar ,TOT,expected,midfielder,5.5
1009899,4389026,Spence,Djed,TOT,expected,defender,5
1009899,4389027,Zorgane,Adem,USG,expected,midfielder,5
1009899,4389028,Leysen,Fedde,USG,expected,defender,4.5
1009899,4389029,Van De Perre,Kamiel,USG,unexpected,midfielder,4.5
1009899,4389030,Khalaili,Anan,USG,expected,midfielder,4.5
1009899,4389031,Boufal,Sofiane,USG,unexpected,midfielder,5.5
1009899,4389032,Schoofs ,Rob,USG,unexpected,midfielder,5
1009899,4389033,Scherpen,Kjell,USG,expected,goalkeeper,4.5
1009899,4389034,Sykes,Ross,USG,possible,defender,4.5
1009899,4389035,Burgess ,Christian,USG,expected,defender,4.5
1009899,4389036,Fuseini,Mohammed,USG,unexpected,forward,5
1009899,4389037,David ,Promise,USG,possible,forward,6.5
1009899,4389038,Niang,Ousseynou,USG,expected,midfielder,4.5
1009899,4389039,Thierno Barry,Mamadou,USG,unexpected,defender,4
1009899,4389040,Smith,Guilherme,USG,unexpected,midfielder,4.5
1009899,4389041,Ait El Hadj,Anouar,USG,expected,midfielder,6
1009899,4389042,Rodriguez,Kevin,USG,expected,forward,5.5
1009899,4389043,Rasmussen,Mathias,USG,expected,midfielder,4.5
1009899,4389044,Chambaere,Vic,USG,unexpected,goalkeeper,4
1009899,4389045,Florucz,Raul,USG,expected,midfielder,6
1009899,4389046,Patris,Louis,USG,unexpected,defender,4.5
1009899,4389047,Mac Allister,Kevin,USG,expected,defender,4.5
1009899,4389048,Moleiro,Alberto,VIL,expected,midfielder,5.5
1009899,4389049,Kambwala ,Willy,VIL,injured,defender,4.5
1009899,4389050,Pedraza,Alfonso,VIL,unexpected,defender,4
1009899,4389051,Junior,Luiz,VIL,expected,goalkeeper,4.5
1009899,4389052,Tenas,Arnau,VIL,unexpected,goalkeeper,4
1009899,4389053,Moreno ,Gerard,VIL,unexpected,forward,5.5
1009899,4389054,Buchanan,Tajon,VIL,expected,midfielder,6.5
1009899,4389055,Perez,Ayoze,VIL,possible,forward,7.5
1009899,4389056,Oluwaseyi,Tani,VIL,unexpected,forward,5
1009899,4389057,Comesana,Santi,VIL,expected,midfielder,4.5
1009899,4389058,Akhomach,Ilias,VIL,unexpected,midfielder,5
1009899,4389059,Gueye,Pape,VIL,expected,midfielder,4.5
1009899,4389060,Cardona,Sergi,VIL,expected,defender,5
1009899,4389061,Mourino,Santiago,VIL,expected,defender,4.5
1009899,4389062,Altimira,Adria,VIL,unexpected,defender,4
1009899,4389063,Navarro,Pau,VIL,unexpected,defender,4
1009899,4389064,Foyth,Juan,VIL,expected,defender,4.5
1009899,4389065,Veiga,Renato,VIL,possible,defender,4.5
1009899,4389066,Solomon,Manor,VIL,unexpected,midfielder,6
1009899,4389067,Pepe,Nicolas,VIL,expected,midfielder,6
1009899,4389068,Mikautadze,Georges,VIL,expected,forward,7
1009899,4389069,Marin,Rafa,VIL,expected,defender,4.5
1009899,4389070,Conde,Diego,VIL,unexpected,goalkeeper,4.5
1009899,4389071,Partey,Thomas,VIL,possible,midfielder,4.5
1009899,4389072,Parejo,Dani,VIL,possible,midfielder,4.5
1009899,4389994,Pnevmonidis,Stavros,OLY,expected,midfielder,5
1009899,4389995,Mouzakitis,Christos,OLY,unexpected,midfielder,5